Date,Total Fund USD,Fund Cumulative in USD,Fund Cumulative
11/7/2020,1082.923582,1082.923582,0
11/7/2020,1052.781942,1052.781942,0
11/8/2020,1069.163268,1069.163268,0
11/8/2020,1134.688571,1134.688571,0
11/9/2020,1115.03098,1115.03098,0
11/9/2020,1090.131365,1090.131365,0
11/10/2020,1068.094554,1068.094554,0
11/10/2020,1048.504636,1048.504636,0
11/11/2020,1020.360791,1020.360791,0
11/11/2020,998.3154788,998.3154788,0
11/13/2020,973.9245475,973.9245475,0
11/13/2020,957.1291809,957.1291809,0
11/14/2020,1025.130695,1025.130695,0
11/14/2020,893.8450672,893.8450672,0
11/15/2020,966.0521624,966.0521624,0
11/15/2020,926.6664741,926.6664741,0
11/15/2020,995.5914286,995.5914286,0
11/19/2020,999.0625242,999.0625242,0
11/19/2020,1001.034773,1001.034773,0
11/21/2020,920.6897231,920.6897231,0
11/21/2020,996.1733103,996.1733103,0
11/22/2020,937.0991986,937.0991986,0
11/22/2020,999.4552054,999.4552054,0
11/28/2020,1025.924273,1025.924273,0
11/28/2020,1006.291613,1006.291613,0
11/28/2020,999.7473931,999.7473931,0
11/28/2020,953.9378535,953.9378535,0
11/28/2020,859.0466642,859.0466642,0
11/28/2020,917.9446438,917.9446438,0
11/29/2020,1078.278032,1078.278032,0
12/5/2020,1037.144052,1037.144052,0
12/5/2020,1132.190244,1132.190244,0
12/6/2020,1071.089121,1071.089121,0
12/6/2020,1105.034189,1105.034189,0
12/6/2020,1172.924327,1172.924327,0
12/6/2020,1179.713341,1179.713341,0
12/12/2020,1184.838422,1184.838422,0
12/12/2020,1113.765986,1113.765986,0
12/12/2020,1090.075174,1090.075174,0
12/12/2020,1029.155944,1029.155944,0
12/12/2020,1171.300815,1171.300815,0
12/19/2020,1089.781808,1089.781808,0
12/19/2020,1183.35744,1183.35744,0
12/20/2020,1179.935246,1179.935246,0
12/20/2020,1119.779482,1119.779482,0
12/20/2020,1159.883325,1159.883325,0
12/26/2020,1095.028269,1095.028269,0
12/26/2020,1186.545006,1186.545006,0
12/27/2020,1227.219111,1227.219111,0
12/27/2020,1233.998129,1233.998129,0
12/29/2020,1217.215008,1217.215008,0
12/29/2020,1196.95443,1196.95443,0
1/13/2021,1168.807929,1168.807929,0
1/16/2021,1083.673767,1083.673767,0
1/16/2021,1164.729436,1164.729436,0
1/17/2021,1103.937684,1103.937684,0
1/17/2021,1161.352117,1161.352117,0
1/22/2021,1148.454175,1148.454175,0
1/23/2021,1067.966448,1067.966448,0
1/30/2021,1020.773517,1020.773517,0
1/30/2021,978.0864092,978.0864092,0
1/31/2021,981.3700329,981.3700329,0
1/31/2021,1024.05714,1024.05714,0
2/5/2021,1016.532535,1016.532535,0
2/6/2021,940.5626122,940.5626122,0
2/6/2021,1034.770953,1034.770953,0
2/7/2021,974.2084481,974.2084481,0
2/7/2021,1041.50012,1041.50012,0
2/13/2021,1079.300351,1079.300351,0
2/13/2021,973.6029186,973.6029186,0
2/13/2021,1045.204405,1045.204405,0
2/14/2021,1079.300351,1079.300351,0
2/14/2021,1038.385216,1038.385216,0
2/20/2021,987.6104761,987.6104761,0
2/20/2021,1085.511346,1085.511346,0
2/21/2021,1041.365575,1041.365575,0
2/21/2021,1081.735363,1081.735363,0
2/22/2021,1085.772341,1085.772341,0
2/25/2021,1054.18031,1054.18031,0
2/28/2021,819.4122191,819.4122191,0
2/28/2021,738.5212319,738.5212319,0
2/28/2021,1002.765124,1002.765124,0
2/28/2021,1046.581075,1046.581075,0
3/6/2021,969.1604326,969.1604326,0
3/6/2021,1050.342113,1050.342113,0
3/7/2021,1155.201784,1155.201784,0
3/7/2021,1157.90784,1157.90784,0
3/7/2021,1060.489823,1060.489823,0
3/7/2021,989.4558527,989.4558527,0
3/7/2021,1114.610944,1114.610944,0
3/13/2021,1092.86293,1092.86293,0
3/13/2021,1031.064175,1031.064175,0
3/13/2021,1116.89578,1116.89578,0
3/14/2021,1188.994328,1188.994328,0
3/20/2021,1075.495144,1075.495144,0
3/20/2021,1152.24091,1152.24091,0
3/21/2021,1135.557047,1135.557047,0
3/21/2021,1092.179006,1092.179006,0
3/21/2021,1128.883503,1128.883503,0
3/27/2021,1045.122699,1045.122699,0
3/27/2021,1091.379347,1091.379347,0
3/28/2021,1031.906514,1031.906514,0
3/28/2021,1091.379347,1091.379347,0
4/3/2021,786.4968496,786.4968496,0
4/3/2021,1117.70027,1117.70027,0
4/4/2021,1058.790571,1058.790571,0
4/4/2021,1153.700642,1153.700642,0
4/10/2021,1061.512373,1061.512373,0
4/10/2021,1129.368306,1129.368306,0
4/11/2021,1071.206078,1071.206078,0
4/11/2021,1106.749662,1106.749662,0
4/17/2021,1042.833588,1042.833588,0
4/17/2021,1121.410508,1121.410508,0
4/18/2021,851.6297508,851.6297508,0
4/18/2021,854.2489814,854.2489814,0
4/18/2021,856.8682121,856.8682121,0
4/18/2021,859.4874428,859.4874428,0
4/18/2021,908.5980175,908.5980175,0
4/18/2021,919.0749401,919.0749401,0
4/18/2021,913.8364788,913.8364788,0
4/18/2021,916.4557095,916.4557095,0
4/18/2021,849.0105201,849.0105201,0
4/18/2021,920.3845554,920.3845554,0
4/18/2021,921.6941708,921.6941708,0
4/18/2021,911.2172482,911.2172482,0
4/18/2021,846.3912895,846.3912895,0
4/18/2021,843.7720588,843.7720588,0
4/18/2021,841.1528282,841.1528282,0
4/18/2021,1062.477818,1062.477818,0
4/18/2021,1010.093205,1010.093205,0
4/18/2021,977.3528222,977.3528222,0
4/18/2021,911.8720558,911.8720558,0
4/18/2021,896.1566719,896.1566719,0
4/18/2021,944.612439,944.612439,0
4/18/2021,864.7259041,864.7259041,0
4/18/2021,849.0105201,849.0105201,0
4/18/2021,833.2951362,833.2951362,0
4/18/2021,835.9143669,835.9143669,0
4/18/2021,838.5335975,838.5335975,0
4/18/2021,880.441288,880.441288,0
4/19/2021,865.3807117,865.3807117,0
4/25/2021,661.0110286,661.0110286,0
5/6/2021,90,661.0110286,90
5/6/2021,110,661.0110286,110
5/6/2021,40,661.0110286,40
5/7/2021,675.2308745,675.2308745,40
5/8/2021,589.4861145,589.4861145,40
5/8/2021,654.0445884,654.0445884,40
5/8/2021,622.2764394,622.2764394,40
5/9/2021,733.2363163,733.2363163,40
5/9/2021,741.3061255,741.3061255,40
5/9/2021,795.1048537,795.1048537,40
5/9/2021,407.0815266,407.0815266,40
5/9/2021,565.1152907,565.1152907,40
5/15/2021,719.7201171,719.7201171,40
5/15/2021,797.6309681,797.6309681,40
5/16/2021,846.6572586,736.6572586,110
5/16/2021,733.4058248,804.4058248,-71
5/16/2021,719.8561115,790.8561115,-71
5/16/2021,665.6572586,736.6572586,-71
5/16/2021,900.8561115,790.8561115,110
5/16/2021,914.4058248,804.4058248,110
5/22/2021,726.3781135,726.3781135,110
5/22/2021,808.0440996,808.0440996,110
5/23/2021,746.79461,746.79461,110
5/23/2021,794.4331019,794.4331019,110
5/24/2021,811.991289,811.991289,110
5/29/2021,730.6823397,730.6823397,110
5/29/2021,781.7485337,781.7485337,110
5/30/2021,720.4691009,720.4691009,110
5/30/2021,713.8509221,713.8509221,110
5/30/2021,761.5127032,761.5127032,110
5/31/2021,795.5568326,795.5568326,110
6/5/2021,795.4389396,795.4389396,110
6/5/2021,719.9065046,719.9065046,110
6/6/2021,778.2724771,778.2724771,110
6/6/2021,754.2394296,754.2394296,110
6/12/2021,698.8481516,698.8481516,110
6/12/2021,702.7731739,702.7731739,110
6/12/2021,764.7275022,764.7275022,110
6/13/2021,899.9535377,899.9535377,110
6/13/2021,702.3154858,702.3154858,110
6/13/2021,754.3254995,754.3254995,110
6/13/2021,886.0842007,886.0842007,110
6/19/2021,883.4218428,883.4218428,110
6/19/2021,801.3842477,801.3842477,110
6/19/2021,880.0036097,880.0036097,110
6/20/2021,978.4754133,818.4754133,160
6/20/2021,1033.167143,873.1671434,160
6/25/2021,1097.142838,912.1428383,185
6/25/2021,1147.142838,912.1428383,235
6/26/2021,1222.937683,947.9376833,275
7/2/2021,980.9438006,980.9438006,275
7/2/2021,994.5943732,994.5943732,275
7/3/2021,910.0139508,910.0139508,275
7/3/2021,954.2481881,954.2481881,275
7/4/2021,893.0007826,893.0007826,275
7/4/2021,950.8455545,950.8455545,275
7/6/2021,1246.137436,941.1374355,305
7/6/2021,1299.869894,994.8698936,305
7/6/2021,1300.138556,995.1385559,305
7/8/2021,990.7439975,990.7439975,305
7/8/2021,937.2488234,937.2488234,305
7/10/2021,914.6320165,914.6320165,305
7/10/2021,985.1629735,985.1629735,305
7/11/2021,924.7078675,924.7078675,305
7/11/2021,971.7285055,971.7285055,305
7/17/2021,828.2686478,828.2686478,305
7/17/2021,888.5492338,888.5492338,305
7/17/2021,875.153548,875.153548,305
7/18/2021,958.8765842,958.8765842,305
7/18/2021,918.6895269,918.6895269,305
7/21/2021,994.1779633,994.1779633,305
7/21/2021,1011.742706,1011.742706,305
7/21/2021,1014.444974,1014.444974,305
7/24/2021,965.2433104,965.2433104,305
7/24/2021,1071.163287,1071.163287,305
7/25/2021,1081.3479,1081.3479,305
7/25/2021,1010.055608,1010.055608,305
7/29/2021,1091.349289,1091.349289,305
7/31/2021,1519.736967,1010.736967,509
7/31/2021,1588.186329,1079.186329,509
7/31/2021,1400.736967,1010.736967,390
7/31/2021,1414.426839,1024.426839,390
7/31/2021,1469.186329,1079.186329,390
7/31/2021,1485.736967,1010.736967,475
7/31/2021,1499.426839,1024.426839,475
7/31/2021,1554.186329,1079.186329,475
7/31/2021,1533.426839,1024.426839,509
8/1/2021,1082.608797,1082.608797,509
8/1/2021,1017.581903,1017.581903,509
8/5/2021,1136.775362,1136.775362,509
8/7/2021,1125.235948,1125.235948,509
8/7/2021,1043.816094,1043.816094,509
8/7/2021,1046.530089,1046.530089,509
8/7/2021,1049.244085,1049.244085,509
8/7/2021,1110.308975,1110.308975,509
8/7/2021,1151.018902,1151.018902,509
8/7/2021,1178.158853,1178.158853,509
8/7/2021,1184.943841,1184.943841,509
8/10/2021,1407.327766,956.3277663,451
8/10/2021,1263.9194,822.9194004,441
8/10/2021,1429.539948,978.5399481,451
8/10/2021,1308.479039,867.4790391,441
8/10/2021,1493.964312,1022.964312,471
8/10/2021,1516.176494,1045.176494,471
8/10/2021,1538.388675,1067.388675,471
8/10/2021,1560.600857,1089.600857,471
8/10/2021,1582.813039,1111.813039,471
8/10/2021,1605.025221,1134.025221,471
8/10/2021,1627.237403,1156.237403,471
8/10/2021,1295.9194,822.9194004,473
8/10/2021,1318.266857,845.2668573,473
8/10/2021,1340.479039,867.4790391,473
8/10/2021,1362.691221,889.6912209,473
8/10/2021,1384.903403,911.9034027,473
8/10/2021,1407.115585,934.1155845,473
8/10/2021,1471.75213,1000.75213,471
8/10/2021,1429.327766,956.3277663,473
8/10/2021,1473.75213,1000.75213,473
8/10/2021,1495.964312,1022.964312,473
8/10/2021,1518.176494,1045.176494,473
8/10/2021,1540.388675,1067.388675,473
8/10/2021,1562.600857,1089.600857,473
8/10/2021,1584.813039,1111.813039,473
8/10/2021,1607.025221,1134.025221,473
8/10/2021,1629.237403,1156.237403,473
8/10/2021,1297.9194,822.9194004,475
8/10/2021,1320.266857,845.2668573,475
8/10/2021,1342.479039,867.4790391,475
8/10/2021,1364.691221,889.6912209,475
8/10/2021,1386.903403,911.9034027,475
8/10/2021,1451.539948,978.5399481,473
8/10/2021,1409.115585,934.1155845,475
8/10/2021,1449.539948,978.5399481,471
8/10/2021,1405.115585,934.1155845,471
8/10/2021,1489.964312,1022.964312,467
8/10/2021,1512.176494,1045.176494,467
8/10/2021,1534.388675,1067.388675,467
8/10/2021,1556.600857,1089.600857,467
8/10/2021,1578.813039,1111.813039,467
8/10/2021,1601.025221,1134.025221,467
8/10/2021,1623.237403,1156.237403,467
8/10/2021,1291.9194,822.9194004,469
8/10/2021,1314.266857,845.2668573,469
8/10/2021,1336.479039,867.4790391,469
8/10/2021,1358.691221,889.6912209,469
8/10/2021,1380.903403,911.9034027,469
8/10/2021,1403.115585,934.1155845,469
8/10/2021,1427.327766,956.3277663,471
8/10/2021,1425.327766,956.3277663,469
8/10/2021,1469.75213,1000.75213,469
8/10/2021,1491.964312,1022.964312,469
8/10/2021,1514.176494,1045.176494,469
8/10/2021,1536.388675,1067.388675,469
8/10/2021,1558.600857,1089.600857,469
8/10/2021,1580.813039,1111.813039,469
8/10/2021,1603.025221,1134.025221,469
8/10/2021,1625.237403,1156.237403,469
8/10/2021,1293.9194,822.9194004,471
8/10/2021,1316.266857,845.2668573,471
8/10/2021,1338.479039,867.4790391,471
8/10/2021,1360.691221,889.6912209,471
8/10/2021,1382.903403,911.9034027,471
8/10/2021,1447.539948,978.5399481,469
8/10/2021,1467.75213,1000.75213,467
8/10/2021,1431.327766,956.3277663,475
8/10/2021,1475.75213,1000.75213,475
8/10/2021,1501.964312,1022.964312,479
8/10/2021,1524.176494,1045.176494,479
8/10/2021,1546.388675,1067.388675,479
8/10/2021,1568.600857,1089.600857,479
8/10/2021,1590.813039,1111.813039,479
8/10/2021,1613.025221,1134.025221,479
8/10/2021,1635.237403,1156.237403,479
8/10/2021,1303.9194,822.9194004,481
8/10/2021,1326.266857,845.2668573,481
8/10/2021,1348.479039,867.4790391,481
8/10/2021,1370.691221,889.6912209,481
8/10/2021,1392.903403,911.9034027,481
8/10/2021,1415.115585,934.1155845,481
8/10/2021,1479.75213,1000.75213,479
8/10/2021,1437.327766,956.3277663,481
8/10/2021,1481.75213,1000.75213,481
8/10/2021,1503.964312,1022.964312,481
8/10/2021,1526.176494,1045.176494,481
8/10/2021,1548.388675,1067.388675,481
8/10/2021,1570.600857,1089.600857,481
8/10/2021,1592.813039,1111.813039,481
8/10/2021,1615.025221,1134.025221,481
8/10/2021,1637.237403,1156.237403,481
8/10/2021,1305.9194,822.9194004,483
8/10/2021,1328.266857,845.2668573,483
8/10/2021,1350.479039,867.4790391,483
8/10/2021,1372.691221,889.6912209,483
8/10/2021,1394.903403,911.9034027,483
8/10/2021,1459.539948,978.5399481,481
8/10/2021,1453.539948,978.5399481,475
8/10/2021,1457.539948,978.5399481,479
8/10/2021,1413.115585,934.1155845,479
8/10/2021,1497.964312,1022.964312,475
8/10/2021,1520.176494,1045.176494,475
8/10/2021,1542.388675,1067.388675,475
8/10/2021,1564.600857,1089.600857,475
8/10/2021,1586.813039,1111.813039,475
8/10/2021,1609.025221,1134.025221,475
8/10/2021,1286.266857,845.2668573,441
8/10/2021,1299.9194,822.9194004,477
8/10/2021,1322.266857,845.2668573,477
8/10/2021,1344.479039,867.4790391,477
8/10/2021,1366.691221,889.6912209,477
8/10/2021,1388.903403,911.9034027,477
8/10/2021,1411.115585,934.1155845,477
8/10/2021,1435.327766,956.3277663,479
8/10/2021,1433.327766,956.3277663,477
8/10/2021,1477.75213,1000.75213,477
8/10/2021,1499.964312,1022.964312,477
8/10/2021,1522.176494,1045.176494,477
8/10/2021,1544.388675,1067.388675,477
8/10/2021,1566.600857,1089.600857,477
8/10/2021,1588.813039,1111.813039,477
8/10/2021,1611.025221,1134.025221,477
8/10/2021,1633.237403,1156.237403,477
8/10/2021,1301.9194,822.9194004,479
8/10/2021,1324.266857,845.2668573,479
8/10/2021,1346.479039,867.4790391,479
8/10/2021,1368.691221,889.6912209,479
8/10/2021,1390.903403,911.9034027,479
8/10/2021,1455.539948,978.5399481,477
8/10/2021,1445.539948,978.5399481,467
8/10/2021,1423.327766,956.3277663,467
8/10/2021,1401.115585,934.1155845,467
8/10/2021,1455.75213,1000.75213,455
8/10/2021,1477.964312,1022.964312,455
8/10/2021,1500.176494,1045.176494,455
8/10/2021,1522.388675,1067.388675,455
8/10/2021,1544.600857,1089.600857,455
8/10/2021,1566.813039,1111.813039,455
8/10/2021,1589.025221,1134.025221,455
8/10/2021,1611.237403,1156.237403,455
8/10/2021,1279.9194,822.9194004,457
8/10/2021,1302.266857,845.2668573,457
8/10/2021,1324.479039,867.4790391,457
8/10/2021,1346.691221,889.6912209,457
8/10/2021,1368.903403,911.9034027,457
8/10/2021,1433.539948,978.5399481,455
8/10/2021,1391.115585,934.1155845,457
8/10/2021,1435.539948,978.5399481,457
8/10/2021,1457.75213,1000.75213,457
8/10/2021,1479.964312,1022.964312,457
8/10/2021,1502.176494,1045.176494,457
8/10/2021,1524.388675,1067.388675,457
8/10/2021,1546.600857,1089.600857,457
8/10/2021,1568.813039,1111.813039,457
8/10/2021,1591.025221,1134.025221,457
8/10/2021,1613.237403,1156.237403,457
8/10/2021,1281.9194,822.9194004,459
8/10/2021,1304.266857,845.2668573,459
8/10/2021,1326.479039,867.4790391,459
8/10/2021,1348.691221,889.6912209,459
8/10/2021,1413.327766,956.3277663,457
8/10/2021,1370.903403,911.9034027,459
8/10/2021,1411.327766,956.3277663,455
8/10/2021,1366.903403,911.9034027,455
8/10/2021,1451.75213,1000.75213,451
8/10/2021,1473.964312,1022.964312,451
8/10/2021,1496.176494,1045.176494,451
8/10/2021,1518.388675,1067.388675,451
8/10/2021,1540.600857,1089.600857,451
8/10/2021,1562.813039,1111.813039,451
8/10/2021,1585.025221,1134.025221,451
8/10/2021,1607.237403,1156.237403,451
8/10/2021,1275.9194,822.9194004,453
8/10/2021,1298.266857,845.2668573,453
8/10/2021,1320.479039,867.4790391,453
8/10/2021,1342.691221,889.6912209,453
8/10/2021,1364.903403,911.9034027,453
8/10/2021,1389.115585,934.1155845,455
8/10/2021,1387.115585,934.1155845,453
8/10/2021,1431.539948,978.5399481,453
8/10/2021,1453.75213,1000.75213,453
8/10/2021,1475.964312,1022.964312,453
8/10/2021,1498.176494,1045.176494,453
8/10/2021,1520.388675,1067.388675,453
8/10/2021,1542.600857,1089.600857,453
8/10/2021,1564.813039,1111.813039,453
8/10/2021,1587.025221,1134.025221,453
8/10/2021,1609.237403,1156.237403,453
8/10/2021,1277.9194,822.9194004,455
8/10/2021,1300.266857,845.2668573,455
8/10/2021,1322.479039,867.4790391,455
8/10/2021,1344.691221,889.6912209,455
8/10/2021,1409.327766,956.3277663,453
8/10/2021,1393.115585,934.1155845,459
8/10/2021,1415.327766,956.3277663,459
8/10/2021,1437.539948,978.5399481,459
8/10/2021,1485.964312,1022.964312,463
8/10/2021,1508.176494,1045.176494,463
8/10/2021,1530.388675,1067.388675,463
8/10/2021,1552.600857,1089.600857,463
8/10/2021,1574.813039,1111.813039,463
8/10/2021,1597.025221,1134.025221,463
8/10/2021,1619.237403,1156.237403,463
8/10/2021,1287.9194,822.9194004,465
8/10/2021,1310.266857,845.2668573,465
8/10/2021,1332.479039,867.4790391,465
8/10/2021,1354.691221,889.6912209,465
8/10/2021,1376.903403,911.9034027,465
8/10/2021,1399.115585,934.1155845,465
8/10/2021,1463.75213,1000.75213,463
8/10/2021,1421.327766,956.3277663,465
8/10/2021,1465.75213,1000.75213,465
8/10/2021,1487.964312,1022.964312,465
8/10/2021,1510.176494,1045.176494,465
8/10/2021,1532.388675,1067.388675,465
8/10/2021,1554.600857,1089.600857,465
8/10/2021,1576.813039,1111.813039,465
8/10/2021,1599.025221,1134.025221,465
8/10/2021,1621.237403,1156.237403,465
8/10/2021,1289.9194,822.9194004,467
8/10/2021,1312.266857,845.2668573,467
8/10/2021,1334.479039,867.4790391,467
8/10/2021,1356.691221,889.6912209,467
8/10/2021,1378.903403,911.9034027,467
8/10/2021,1443.539948,978.5399481,465
8/10/2021,1441.539948,978.5399481,463
8/10/2021,1419.327766,956.3277663,463
8/10/2021,1397.115585,934.1155845,463
8/10/2021,1459.75213,1000.75213,459
8/10/2021,1481.964312,1022.964312,459
8/10/2021,1504.176494,1045.176494,459
8/10/2021,1526.388675,1067.388675,459
8/10/2021,1548.600857,1089.600857,459
8/10/2021,1570.813039,1111.813039,459
8/10/2021,1593.025221,1134.025221,459
8/10/2021,1615.237403,1156.237403,459
8/10/2021,1283.9194,822.9194004,461
8/10/2021,1306.266857,845.2668573,461
8/10/2021,1328.479039,867.4790391,461
8/10/2021,1350.691221,889.6912209,461
8/10/2021,1372.903403,911.9034027,461
8/10/2021,1395.115585,934.1155845,461
8/10/2021,1417.327766,956.3277663,461
8/10/2021,1439.539948,978.5399481,461
8/10/2021,1461.75213,1000.75213,461
8/10/2021,1483.964312,1022.964312,461
8/10/2021,1506.176494,1045.176494,461
8/10/2021,1528.388675,1067.388675,461
8/10/2021,1550.600857,1089.600857,461
8/10/2021,1572.813039,1111.813039,461
8/10/2021,1595.025221,1134.025221,461
8/10/2021,1617.237403,1156.237403,461
8/10/2021,1285.9194,822.9194004,463
8/10/2021,1308.266857,845.2668573,463
8/10/2021,1330.479039,867.4790391,463
8/10/2021,1352.691221,889.6912209,463
8/10/2021,1374.903403,911.9034027,463
8/10/2021,1417.115585,934.1155845,483
8/10/2021,1439.327766,956.3277663,483
8/10/2021,1631.237403,1156.237403,475
8/10/2021,1483.75213,1000.75213,483
8/10/2021,1412.903403,911.9034027,501
8/10/2021,1435.115585,934.1155845,501
8/10/2021,1457.327766,956.3277663,501
8/10/2021,1479.539948,978.5399481,501
8/10/2021,1501.75213,1000.75213,501
8/10/2021,1523.964312,1022.964312,501
8/10/2021,1546.176494,1045.176494,501
8/10/2021,1568.388675,1067.388675,501
8/10/2021,1590.600857,1089.600857,501
8/10/2021,1612.813039,1111.813039,501
8/10/2021,1635.025221,1134.025221,501
8/10/2021,1657.237403,1156.237403,501
8/10/2021,1325.9194,822.9194004,503
8/10/2021,1348.266857,845.2668573,503
8/10/2021,1370.479039,867.4790391,503
8/10/2021,1392.691221,889.6912209,503
8/10/2021,1414.903403,911.9034027,503
8/10/2021,1437.115585,934.1155845,503
8/10/2021,1459.327766,956.3277663,503
8/10/2021,1481.539948,978.5399481,503
8/10/2021,1503.75213,1000.75213,503
8/10/2021,1525.964312,1022.964312,503
8/10/2021,1548.176494,1045.176494,503
8/10/2021,1390.691221,889.6912209,501
8/10/2021,1368.479039,867.4790391,501
8/10/2021,1346.266857,845.2668573,501
8/10/2021,1323.9194,822.9194004,501
8/10/2021,1497.75213,1000.75213,497
8/10/2021,1519.964312,1022.964312,497
8/10/2021,1542.176494,1045.176494,497
8/10/2021,1564.388675,1067.388675,497
8/10/2021,1586.600857,1089.600857,497
8/10/2021,1608.813039,1111.813039,497
8/10/2021,1631.025221,1134.025221,497
8/10/2021,1653.237403,1156.237403,497
8/10/2021,1321.9194,822.9194004,499
8/10/2021,1344.266857,845.2668573,499
8/10/2021,1366.479039,867.4790391,499
8/10/2021,1570.388675,1067.388675,503
8/10/2021,1388.691221,889.6912209,499
8/10/2021,1433.115585,934.1155845,499
8/10/2021,1455.327766,956.3277663,499
8/10/2021,1477.539948,978.5399481,499
8/10/2021,1499.75213,1000.75213,499
8/10/2021,1521.964312,1022.964312,499
8/10/2021,1544.176494,1045.176494,499
8/10/2021,1566.388675,1067.388675,499
8/10/2021,1588.600857,1089.600857,499
8/10/2021,1610.813039,1111.813039,499
8/10/2021,1633.025221,1134.025221,499
8/10/2021,1655.237403,1156.237403,499
8/10/2021,1410.903403,911.9034027,499
8/10/2021,1592.600857,1089.600857,503
8/10/2021,1614.813039,1111.813039,503
8/10/2021,1637.025221,1134.025221,503
8/10/2021,1574.388675,1067.388675,507
8/10/2021,1596.600857,1089.600857,507
8/10/2021,1618.813039,1111.813039,507
8/10/2021,1641.025221,1134.025221,507
8/10/2021,1663.237403,1156.237403,507
8/10/2021,1385.115585,934.1155845,451
8/10/2021,1362.903403,911.9034027,451
8/10/2021,1340.691221,889.6912209,451
8/10/2021,1318.479039,867.4790391,451
8/10/2021,1296.266857,845.2668573,451
8/10/2021,1273.9194,822.9194004,451
8/10/2021,1552.176494,1045.176494,507
8/10/2021,1597.237403,1156.237403,441
8/10/2021,1552.813039,1111.813039,441
8/10/2021,1530.600857,1089.600857,441
8/10/2021,1508.388675,1067.388675,441
8/10/2021,1486.176494,1045.176494,441
8/10/2021,1463.964312,1022.964312,441
8/10/2021,1441.75213,1000.75213,441
8/10/2021,1419.539948,978.5399481,441
8/10/2021,1397.327766,956.3277663,441
8/10/2021,1375.115585,934.1155845,441
8/10/2021,1352.903403,911.9034027,441
8/10/2021,1330.691221,889.6912209,441
8/10/2021,1575.025221,1134.025221,441
8/10/2021,1475.539948,978.5399481,497
8/10/2021,1529.964312,1022.964312,507
8/10/2021,1485.539948,978.5399481,507
8/10/2021,1659.237403,1156.237403,503
8/10/2021,1327.9194,822.9194004,505
8/10/2021,1350.266857,845.2668573,505
8/10/2021,1372.479039,867.4790391,505
8/10/2021,1394.691221,889.6912209,505
8/10/2021,1416.903403,911.9034027,505
8/10/2021,1439.115585,934.1155845,505
8/10/2021,1461.327766,956.3277663,505
8/10/2021,1483.539948,978.5399481,505
8/10/2021,1505.75213,1000.75213,505
8/10/2021,1527.964312,1022.964312,505
8/10/2021,1507.75213,1000.75213,507
8/10/2021,1550.176494,1045.176494,505
8/10/2021,1594.600857,1089.600857,505
8/10/2021,1616.813039,1111.813039,505
8/10/2021,1639.025221,1134.025221,505
8/10/2021,1461.539948,978.5399481,483
8/10/2021,1329.9194,822.9194004,507
8/10/2021,1352.266857,845.2668573,507
8/10/2021,1374.479039,867.4790391,507
8/10/2021,1396.691221,889.6912209,507
8/10/2021,1418.903403,911.9034027,507
8/10/2021,1441.115585,934.1155845,507
8/10/2021,1463.327766,956.3277663,507
8/10/2021,1572.388675,1067.388675,505
8/10/2021,1453.327766,956.3277663,497
8/10/2021,1661.237403,1156.237403,505
8/10/2021,1408.903403,911.9034027,497
8/10/2021,1421.115585,934.1155845,487
8/10/2021,1443.327766,956.3277663,487
8/10/2021,1465.539948,978.5399481,487
8/10/2021,1487.75213,1000.75213,487
8/10/2021,1509.964312,1022.964312,487
8/10/2021,1532.176494,1045.176494,487
8/10/2021,1554.388675,1067.388675,487
8/10/2021,1576.600857,1089.600857,487
8/10/2021,1598.813039,1111.813039,487
8/10/2021,1621.025221,1134.025221,487
8/10/2021,1643.237403,1156.237403,487
8/10/2021,1311.9194,822.9194004,489
8/10/2021,1334.266857,845.2668573,489
8/10/2021,1356.479039,867.4790391,489
8/10/2021,1378.691221,889.6912209,489
8/10/2021,1400.903403,911.9034027,489
8/10/2021,1423.115585,934.1155845,489
8/10/2021,1445.327766,956.3277663,489
8/10/2021,1467.539948,978.5399481,489
8/10/2021,1489.75213,1000.75213,489
8/10/2021,1511.964312,1022.964312,489
8/10/2021,1534.176494,1045.176494,489
8/10/2021,1556.388675,1067.388675,489
8/10/2021,1398.903403,911.9034027,487
8/10/2021,1376.691221,889.6912209,487
8/10/2021,1354.479039,867.4790391,487
8/10/2021,1332.266857,845.2668573,487
8/10/2021,1431.115585,934.1155845,497
8/10/2021,1505.964312,1022.964312,483
8/10/2021,1528.176494,1045.176494,483
8/10/2021,1550.388675,1067.388675,483
8/10/2021,1572.600857,1089.600857,483
8/10/2021,1594.813039,1111.813039,483
8/10/2021,1617.025221,1134.025221,483
8/10/2021,1307.9194,822.9194004,485
8/10/2021,1330.266857,845.2668573,485
8/10/2021,1352.479039,867.4790391,485
8/10/2021,1374.691221,889.6912209,485
8/10/2021,1578.600857,1089.600857,489
8/10/2021,1396.903403,911.9034027,485
8/10/2021,1441.327766,956.3277663,485
8/10/2021,1463.539948,978.5399481,485
8/10/2021,1485.75213,1000.75213,485
8/10/2021,1507.964312,1022.964312,485
8/10/2021,1530.176494,1045.176494,485
8/10/2021,1552.388675,1067.388675,485
8/10/2021,1574.600857,1089.600857,485
8/10/2021,1596.813039,1111.813039,485
8/10/2021,1619.025221,1134.025221,485
8/10/2021,1641.237403,1156.237403,485
8/10/2021,1309.9194,822.9194004,487
8/10/2021,1419.115585,934.1155845,485
8/10/2021,1600.813039,1111.813039,489
8/10/2021,1639.237403,1156.237403,483
